ID,test_type,assessment,age,gender,education_level,raw_score,gameplays_prior,unique_days_prior,gametime_prior,days_since_first_test,ethnicity,pretest_score,delta,english_nativelang,years_edu,edu_cat,imaginary_screensize
9646,post,AR,49,female,bachelors degree,20,671,180,171.82617106666666,75.20833333333333,asian,96.35662119210265,20.9376823336285,yes,16,college,1326
23879,post,AR,52,female,masters degree or equivalent,21,238,235,49.65005571666667,92.70833333333333,unspecified,126.13779899619367,-5.802251612955743,unspecified,NA,postcollege,1291
55918,post,AR,57,male,high school,13,703,519,268.3220586,69.875,white,80.53167586467595,15.824945327426704,yes,12,hs,1322
50782,post,AR,46,female,bachelors degree,18,102,91,18.039622466666668,259.8333333333333,asian,111.30675057398027,0,yes,20,college,1326
28211,post,AR,55,male,unspecified,21,2290,1146,1133.7708395833333,69.875,white,102.39649297175713,17.939054411480797,yes,18,unspecified,1291
587,post,AR,59,female,associates or some college,11,1519,640,711.9277326833334,367.0416666666667,white,96.35662119210265,-6.109181740893106,yes,15,college,1328
27161,post,AR,56,male,associates or some college,10,445,418,102.66030518333334,107.5,asian,73.62967004333692,13.411558681347728,no,16,college,1331
23597,post,AR,55,female,bachelors degree,25,1855,734,750.5404769,80.375,white,126.13779899619367,6.101905020049017,yes,16,college,1314
59127,post,AR,57,male,associates or some college,12,901,817,221.24339681666666,91.625,unspecified,80.53167586467595,12.688036586462871,unspecified,NA,college,1331
40610,post,AR,59,female,associates or some college,22,403,386,96.46949323333334,73.70833333333333,white,108.3885546641786,14.782718866175216,yes,14,college,1327
38628,post,AR,17,male,high school,13,84,78,17.432529516666666,93.16666666666667,white,87.04122872468464,9.315392467418008,yes,10,hs,1325
69034,post,AR,49,male,bachelors degree,13,74,68,17.21407235,90.875,unspecified,93.21971245113882,3.1369087409638325,unspecified,NA,college,1310
32790,post,AR,58,female,bachelors degree,8,327,108,63.433799816666664,158.58333333333334,white,80.53167586467595,0,yes,12,college,1327
8240,post,AR,28,male,bachelors degree,19,1031,769,312.2286500166667,179.20833333333334,white,111.30675057398027,3.0700729626275205,yes,16,college,1320
37678,post,AR,33,female,masters degree or equivalent,26,1004,400,594.9587759333333,71.66666666666667,asian,126.13779899619367,9.063771756095505,yes,19,postcollege,1313
830,post,AR,30,male,bachelors degree,24,157,140,42.03980885,157.70833333333334,white,129.13989476473813,0,yes,16,college,1284
67863,post,AR,36,male,unspecified,4,473,455,117.1723698,91.875,unspecified,96.35662119210265,-30.493527833574987,unspecified,NA,unspecified,1335
1172,post,AR,49,male,bachelors degree,22,284,284,57.37588671666666,182.25,white,120.33554738323792,2.835726147115892,yes,16,college,1295
54558,post,AR,53,male,associates or some college,19,332,302,68.10378096666666,85.125,white,108.3885546641786,5.988268872429188,yes,14,college,1307
27208,post,AR,23,unspecified,unspecified,0,277,263,55.97519045,70.08333333333333,white,58.894341237339184,-7.674607718113151,yes,11,unspecified,1342
36438,post,AR,55,unspecified,bachelors degree,11,30,30,5.830907166666667,282.0416666666667,white,96.35662119210265,-6.109181740893106,yes,16,college,1329
1073,post,AR,53,female,masters degree or equivalent,23,457,387,143.13388178333332,90.875,unspecified,123.17127353035382,2.966525465839851,unspecified,NA,postcollege,1301
23252,post,AR,46,male,bachelors degree,13,650,470,179.46308498333335,90.66666666666667,unspecified,102.39649297175713,-6.039871779654476,unspecified,NA,college,1327
29697,post,AR,26,male,some high school,21,274,189,145.6583902,106.25,white,117.29430352573115,3.041243857506771,yes,11,hs,1305
22060,post,AR,37,female,bachelors degree,9,160,152,38.65681565,91.04166666666667,asian,83.91638071555967,0,no,20,college,1304
3116,post,AR,37,male,masters degree or equivalent,15,300,282,78.16219446666666,70.125,white,108.3885546641786,-5.992061692421473,yes,19,postcollege,1325
39541,post,AR,53,male,associates or some college,21,434,343,126.46382076666667,69.91666666666667,white,105.31617807887685,15.019369304361078,yes,14,college,1299
15489,post,AR,57,male,masters degree or equivalent,19,355,297,85.43382041666666,70.04166666666667,white,108.3885546641786,5.988268872429188,yes,20,postcollege,1326
14661,post,AR,55,female,associates or some college,13,2365,1534,659.8040151666667,90.04166666666667,unspecified,114.37682353660779,-18.020202344505137,unspecified,NA,college,1309
16942,post,AR,39,female,associates or some college,15,562,433,108.09799083333334,75,hispanic,102.39649297175713,0,yes,12,college,1316
22181,post,AR,31,female,bachelors degree,17,2069,844,974.50971235,69.45833333333333,white,111.30675057398027,-2.9181959098016677,yes,16,college,1316
56803,post,AR,58,male,masters degree or equivalent,21,109,99,19.03054283333333,82.95833333333333,white,114.37682353660779,5.958723846630136,yes,18,postcollege,1326
32071,post,AR,54,unspecified,unspecified,13,323,311,82.79004196666666,70.125,white,102.39649297175713,-6.039871779654476,yes,16,unspecified,1323
7322,post,AR,32,female,bachelors degree,15,899,657,172.10809755,79.33333333333333,white,108.3885546641786,-5.992061692421473,yes,16,college,1304
17737,post,AR,51,unspecified,masters degree or equivalent,8,625,495,142.99033225,70.91666666666667,black,93.21971245113882,-12.688036586462871,no,14,postcollege,1332
43833,post,AR,55,female,masters degree or equivalent,15,125,121,29.147536216666666,69.91666666666667,white,111.30675057398027,-8.91025760222314,yes,20,postcollege,1325
9741,post,AR,51,female,associates or some college,10,337,304,56.94152663333333,101.04166666666667,white,105.31617807887685,-18.274949354192202,no,14,college,1322
51149,post,AR,50,male,masters degree or equivalent,21,239,197,58.73343155,74.29166666666667,white,120.33554738323792,0,yes,18,postcollege,1298
24781,post,AR,48,male,associates or some college,16,796,555,183.5786973,88.04166666666667,unspecified,105.31617807887685,0,unspecified,NA,college,1324
23680,post,AR,23,female,associates or some college,19,451,225,84.71772905,80.20833333333333,other,96.35662119210265,18.020202344505137,yes,16,college,1303
13065,post,AR,54,female,bachelors degree,17,150,97,27.898352483333333,134.08333333333334,unspecified,123.17127353035382,-14.782718866175216,unspecified,NA,college,1301
4405,post,AR,46,female,bachelors degree,12,156,93,33.811915033333335,134.91666666666666,white,96.35662119210265,-3.1369087409638325,yes,17,college,1334
50145,post,AR,23,female,bachelors degree,23,233,209,49.789980783333334,74.83333333333333,white,111.30675057398027,14.8310484222134,yes,16,college,1296
8404,post,AR,55,female,masters degree or equivalent,12,491,454,136.45209226666668,74,white,80.53167586467595,12.688036586462871,yes,20,postcollege,1319
4965,post,AR,47,female,masters degree or equivalent,23,200,183,33.33826525,70.875,white,108.3885546641786,17.749244332015067,yes,16,postcollege,1322
47969,post,AR,45,female,bachelors degree,23,188,165,45.09207523333333,78.125,white,117.29430352573115,8.843495470462514,yes,16,college,1305
27113,post,AR,19,male,high school,14,101,96,27.025496633333333,277.8333333333333,white,111.30675057398027,-12.026941456968018,yes,12,hs,1326
33838,post,AR,48,male,associates or some college,21,297,251,87.44431448333333,69.08333333333333,white,108.3885546641786,11.946992719059324,yes,14,college,1308
34873,post,AR,57,male,masters degree or equivalent,16,312,311,61.05137858333333,70,white,93.21971245113882,12.096465627738027,yes,18,postcollege,1313
21515,post,AR,47,female,some high school,23,743,701,121.2065154,72.875,white,138.07987136445922,-11.942072368265556,yes,11,hs,1323
25099,post,AR,54,male,bachelors degree,20,85,85,14.717271633333334,78.125,white,108.3885546641786,8.905748861552553,yes,16,college,1325
34517,post,AR,59,female,masters degree or equivalent,14,241,234,58.19505055,72.16666666666667,white,83.91638071555967,15.36342840145258,yes,18,postcollege,1312
26982,post,AR,36,unspecified,unspecified,15,188,167,46.515137083333336,69.95833333333333,other,105.31617807887685,-2.9196851071197187,yes,17,unspecified,1293
52855,post,AR,48,male,some high school,9,1032,523,299.83008738333336,69.83333333333333,white,77.24992505278499,6.6664556627746805,unspecified,NA,hs,1334
41932,post,AR,47,female,associates or some college,22,426,345,88.96217918333333,98.54166666666667,white,108.3885546641786,14.782718866175216,yes,13,college,1289
29177,post,AR,41,female,masters degree or equivalent,22,471,461,88.17046633333334,356.0833333333333,unspecified,117.29430352573115,5.876970004622663,unspecified,NA,postcollege,1289
4187,post,AR,56,male,associates or some college,18,34,31,4.879000066666667,48,white,99.27980911701225,12.026941456968018,yes,12,college,1304
4096,post,AR,49,male,masters degree or equivalent,17,193,192,40.60839691666666,264.2083333333333,white,111.30675057398027,-2.9181959098016677,no,20,postcollege,1326
60154,post,AR,55,male,associates or some college,21,272,241,71.52404413333333,69.70833333333333,white,105.31617807887685,15.019369304361078,yes,14,college,1293
31181,post,AR,57,female,high school,11,31,28,6.367370516666666,363,white,90.24743945120954,0,yes,12,hs,1305
54699,post,AR,34,male,associates or some college,18,587,343,153.73285125,70.25,white,117.29430352573115,-5.987552951750885,yes,14,college,1326
34025,post,AR,23,female,bachelors degree,5,298,262,65.39183438333333,144,unspecified,77.24992505278499,-7.1149592505737616,unspecified,NA,college,1329
39026,post,AR,49,female,bachelors degree,15,844,388,160.47720696666667,72.95833333333333,white,111.30675057398027,-8.91025760222314,yes,16,college,1324
66867,post,AR,57,male,high school,15,139,135,29.250831466666668,91.16666666666667,unspecified,105.31617807887685,-2.9196851071197187,unspecified,NA,hs,1315
23800,post,AR,43,female,high school,23,106,96,19.753240266666666,87.625,white,114.37682353660779,11.760975459585879,yes,12,hs,1305
58360,post,AR,40,male,unspecified,9,328,244,81.70679083333333,153.95833333333334,unspecified,77.24992505278499,6.6664556627746805,unspecified,NA,unspecified,1313
3046,post,AR,49,female,masters degree or equivalent,15,203,112,36.68967058333333,252.75,white,105.31617807887685,-2.9196851071197187,yes,18,postcollege,1312
49374,post,AR,52,female,masters degree or equivalent,20,181,180,34.09539783333334,90.91666666666667,unspecified,111.30675057398027,5.987552951750885,unspecified,NA,postcollege,1305
47159,post,AR,21,female,bachelors degree,18,172,125,38.008502416666666,77.875,unspecified,105.31617807887685,5.990572495103422,unspecified,NA,college,1297
17082,post,AR,56,female,associates or some college,22,66,64,11.803836983333333,234.83333333333334,white,111.30675057398027,11.864522956373548,yes,13,college,1318
49518,post,AR,43,unspecified,masters degree or equivalent,25,52,48,35.981384299999995,72.91666666666667,white,120.33554738323792,11.90415663300476,yes,18,postcollege,1306
44615,post,AR,35,female,bachelors degree,22,211,210,47.211741833333335,138.16666666666666,asian,114.37682353660779,8.794449993746028,no,16,college,1308
15011,post,AR,56,female,high school,19,195,188,42.85126575,91.95833333333333,white,111.30675057398027,3.0700729626275205,yes,13,hs,1318
2541,post,AR,39,female,high school,15,256,209,90.76382338333333,72.58333333333333,unspecified,87.04122872468464,15.355264247072483,unspecified,NA,hs,1305
36332,post,AR,54,female,bachelors degree,8,225,222,47.19760888333334,71.625,white,90.24743945120954,-9.715763586533598,yes,14,college,1316
12931,post,AR,55,male,masters degree or equivalent,11,450,368,80.48209725,94.70833333333333,unspecified,96.35662119210265,-6.109181740893106,unspecified,NA,postcollege,1336
64240,post,AR,39,male,masters degree or equivalent,24,350,209,80.87211905000001,89.91666666666667,unspecified,129.13989476473813,0,unspecified,NA,postcollege,1305
44168,post,AR,48,male,bachelors degree,20,64,64,16.62294466666667,70.41666666666667,white,117.29430352573115,0,unspecified,16,college,1320
4465,post,AR,55,female,bachelors degree,20,1147,531,374.6457834166667,92.95833333333333,unspecified,99.27980911701225,18.014494408718903,unspecified,NA,college,1319
60152,post,AR,54,female,associates or some college,13,634,409,181.21925703333335,69.95833333333333,white,90.24743945120954,6.109181740893106,yes,14,college,1338
64934,post,AR,55,female,unspecified,17,130,125,22.142302816666668,90.33333333333333,unspecified,105.31617807887685,3.072376585301754,unspecified,NA,unspecified,1325
55995,post,AR,58,female,bachelors degree,10,3045,1380,2318.177106116667,70.41666666666667,white,87.04122872468464,0,yes,NA,college,1310
300,post,AR,58,female,phd,15,419,306,78.09331675,70.25,white,93.21971245113882,9.176780520618308,yes,20,postcollege,1303
39602,post,AR,37,female,masters degree or equivalent,26,41,41,9.086475700000001,76.25,unspecified,120.33554738323792,14.866023369051248,yes,18,postcollege,1303
68478,post,AR,48,female,high school,13,229,219,63.308470416666665,92.04166666666667,unspecified,102.39649297175713,-6.039871779654476,unspecified,NA,hs,1307
32791,post,AR,55,male,masters degree or equivalent,14,285,256,57.41989541666667,70.875,white,93.21971245113882,6.060096665873431,yes,18,postcollege,1330
65807,post,AR,26,female,bachelors degree,18,203,180,44.978907183333334,92.875,unspecified,117.29430352573115,-5.987552951750885,unspecified,NA,college,1310
48309,post,AR,54,male,bachelors degree,13,437,178,97.6475147,74.58333333333333,black,87.04122872468464,9.315392467418008,yes,15,college,1305
51241,post,AR,47,female,bachelors degree,20,33,33,8.5613046,107.16666666666667,unspecified,111.30675057398027,5.987552951750885,unspecified,NA,college,1321
2114,post,AR,42,female,bachelors degree,23,626,491,124.16220978333334,78.125,white,111.30675057398027,14.8310484222134,yes,16,college,1290
34051,post,AR,56,female,associates or some college,20,362,360,78.98148366666666,69.45833333333333,white,108.3885546641786,8.905748861552553,yes,12,college,1326
40442,post,AR,44,female,bachelors degree,10,1479,796,807.1461249166667,69.625,hispanic,87.04122872468464,0,no,17,college,1338
52719,post,AR,54,female,bachelors degree,21,1807,532,576.2116762333334,70.375,unspecified,111.30675057398027,9.028796809257656,unspecified,NA,college,1317
2474,post,AR,57,female,associates or some college,15,584,288,140.59565033333334,71.70833333333333,white,87.04122872468464,15.355264247072483,yes,18,college,1324
49047,post,AR,44,female,high school,13,537,361,140.70235738333332,69.95833333333333,white,93.21971245113882,3.1369087409638325,yes,12,hs,1329
54318,post,AR,59,female,bachelors degree,21,338,303,95.98446478333334,69.75,white,114.37682353660779,5.958723846630136,yes,16,college,1326
30524,post,AR,29,male,masters degree or equivalent,12,571,545,172.76692081666667,71.75,unspecified,108.3885546641786,-15.168842213039781,unspecified,NA,postcollege,1305
33681,post,AR,22,female,associates or some college,14,124,118,28.92956075,71.875,white,77.24992505278499,22.02988406422726,yes,14,college,1308
53149,post,AR,54,female,masters degree or equivalent,19,220,216,50.30644998333334,70.625,white,102.39649297175713,11.98033056485066,yes,20,postcollege,1304
16766,post,AR,35,male,bachelors degree,25,274,221,87.64832816666667,78.75,white,129.13989476473813,3.0998092515045528,yes,16,college,1283
15090,post,AR,59,female,masters degree or equivalent,13,42,42,7.76889965,69.16666666666667,black,93.21971245113882,3.1369087409638325,yes,19,postcollege,1316
16958,post,AR,41,female,bachelors degree,24,587,505,158.5786722,90,unspecified,135.20157075228917,-6.061675987551041,unspecified,NA,college,1288
55207,post,AR,59,male,bachelors degree,14,63,63,12.639633333333332,118.91666666666667,white,96.35662119210265,2.9231879249095982,unspecified,16,college,1332
41844,post,AR,53,male,associates or some college,13,389,352,115.55507628333334,89.875,unspecified,83.91638071555967,12.440240476542982,unspecified,NA,college,1309
47736,post,AR,25,female,bachelors degree,10,376,276,134.97149605,78.79166666666667,white,90.24743945120954,-3.206210726524901,yes,18,college,1338
33721,post,AR,55,female,high school,19,513,431,153.00113673333334,69.75,white,102.39649297175713,11.98033056485066,yes,12,hs,1308
19342,post,AR,33,female,phd,18,3412,1089,1221.4517389,70.45833333333333,white,120.33554738323792,-9.028796809257656,no,20,postcollege,1319
65610,post,AR,59,female,high school,11,58,58,11.180543083333333,120.58333333333333,unspecified,87.04122872468464,3.206210726524901,unspecified,NA,hs,1335
19056,post,AR,58,male,masters degree or equivalent,13,60,60,10.6467081,79.75,white,93.21971245113882,3.1369087409638325,yes,18,postcollege,1321
2268,post,AR,45,male,bachelors degree,18,85,47,16.488139083333333,207.83333333333334,white,123.17127353035382,-11.864522956373548,yes,16,college,1297
68608,post,AR,56,male,masters degree or equivalent,15,250,243,52.604501150000004,89.79166666666667,unspecified,105.31617807887685,-2.9196851071197187,unspecified,NA,postcollege,1301
23250,post,AR,54,female,associates or some college,21,123,122,24.952590116666666,69.75,white,114.37682353660779,5.958723846630136,yes,14,college,1301
68513,post,AR,43,female,high school,19,2252,822,1197.4178539666668,90.58333333333333,unspecified,105.31617807887685,9.060645457730942,unspecified,NA,hs,1297
54349,post,AR,57,female,associates or some college,14,310,181,73.53831941666667,71.70833333333333,white,83.91638071555967,15.36342840145258,yes,12,college,1313
58991,post,AR,15,female,high school,12,191,174,54.43285996666667,74.91666666666667,white,96.35662119210265,-3.1369087409638325,yes,8,hs,1318
27006,post,AR,29,unspecified,unspecified,16,4090,867,1848.3919345166667,70.91666666666667,unspecified,105.31617807887685,0,unspecified,NA,unspecified,1300
48987,post,AR,59,female,bachelors degree,28,555,234,149.22077908333333,72.16666666666667,white,117.29430352573115,23.423139775219198,yes,16,college,1321
22175,post,AR,41,female,associates or some college,14,788,755,240.83304305000001,112.25,white,99.27980911701225,0,yes,14,college,1299
1257,post,AR,58,unspecified,unspecified,23,6856,1992,1370.0689689833334,78.54166666666667,white,129.13989476473813,-3.0020957685444642,yes,18,unspecified,1294
24101,post,AR,53,female,unspecified,22,162,152,29.1249225,70.25,white,123.17127353035382,0,yes,20,unspecified,1312
467,post,AR,41,male,masters degree or equivalent,24,244,237,53.77546423333333,69.95833333333333,white,114.37682353660779,14.763071228130343,yes,18,postcollege,1303
34727,post,AR,29,male,bachelors degree,20,274,238,115.26614378333333,91.66666666666667,hispanic,120.33554738323792,-3.041243857506771,yes,14,college,1325
61380,post,AR,52,female,associates or some college,16,1511,942,822.2037577833333,89.70833333333333,unspecified,87.04122872468464,18.274949354192202,unspecified,NA,college,1304
68415,post,AR,49,female,associates or some college,17,1158,322,442.55410125000003,89.875,unspecified,114.37682353660779,-5.988268872429188,unspecified,NA,college,1297
49840,post,AR,58,female,masters degree or equivalent,12,254,204,63.10972866666667,69.83333333333333,white,90.24743945120954,2.972272999929274,yes,18,postcollege,1331
24830,post,AR,59,female,associates or some college,16,252,177,62.844797766666666,86.20833333333333,white,105.31617807887685,0,yes,17,college,1329
61688,post,AR,41,female,masters degree or equivalent,16,365,281,60.53628176666667,70.20833333333333,white,126.13779899619367,-20.82162091731682,yes,18,postcollege,1326
5556,post,AR,34,male,bachelors degree,9,635,424,192.76068361666665,71.16666666666667,unspecified,73.62967004333692,10.286710672222753,unspecified,NA,college,1325
6366,post,AR,50,female,bachelors degree,13,309,227,109.08228356666666,70.25,white,90.24743945120954,6.109181740893106,yes,16,college,1334
3704,post,AR,32,male,bachelors degree,14,221,66,32.54145616666667,140.95833333333334,unspecified,102.39649297175713,-3.1166838547448776,unspecified,NA,college,1327
40944,post,AR,41,unspecified,unspecified,16,168,168,32.503276416666665,71,white,105.31617807887685,0,no,16,unspecified,1301
40001,post,AR,56,female,masters degree or equivalent,18,200,179,38.984184033333335,98.04166666666667,white,108.3885546641786,2.9181959098016677,yes,20,postcollege,1299
11634,post,AR,53,female,associates or some college,17,229,205,48.4799156,76.75,white,77.24992505278499,31.13862961139361,yes,15,college,1310
40356,post,AR,59,female,masters degree or equivalent,18,131,118,32.20269716666667,73.91666666666667,white,108.3885546641786,2.9181959098016677,yes,18,postcollege,1295
68461,post,AR,36,female,masters degree or equivalent,15,1007,527,514.9690340166667,90.83333333333333,unspecified,93.21971245113882,9.176780520618308,unspecified,NA,postcollege,1302
40375,post,AR,24,male,masters degree or equivalent,18,351,263,115.92476355,75.20833333333333,white,105.31617807887685,5.990572495103422,yes,17,postcollege,1330
62020,post,AR,54,female,masters degree or equivalent,9,282,230,60.8685452,128.875,white,96.35662119210265,-12.440240476542982,yes,18,postcollege,1339
36698,post,AR,25,male,masters degree or equivalent,38,163,73,51.59075488333333,232,white,151.4562671067919,14.01362455950138,yes,17,postcollege,1267
31874,post,AR,56,female,masters degree or equivalent,18,253,245,58.288555116666664,69.91666666666667,white,99.27980911701225,12.026941456968018,yes,19,postcollege,1326
3354,post,AR,43,female,bachelors degree,18,2052,630,529.6208236,72.91666666666667,white,117.29430352573115,-5.987552951750885,yes,18,college,1313
7509,post,AR,30,male,bachelors degree,27,339,314,93.26795153333333,89.875,white,135.20157075228917,2.878300612170051,yes,16,college,1303
63516,post,AR,54,male,high school,10,24,14,9.033124666666668,202.125,unspecified,80.53167586467595,6.5095528600086965,yes,12,hs,1332
47851,post,AR,53,male,masters degree or equivalent,14,403,338,103.5822756,70,white,83.91638071555967,15.36342840145258,yes,19,postcollege,1305
26937,post,AR,51,female,bachelors degree,16,304,262,76.22218556666667,71.08333333333333,unspecified,108.3885546641786,-3.072376585301754,unspecified,NA,college,1296
63703,post,AR,57,female,associates or some college,12,237,210,42.769222750000004,128.25,other,83.91638071555967,9.30333173557915,yes,15,college,1325
23476,post,AR,50,female,bachelors degree,18,232,230,48.683150266666665,73.29166666666667,white,102.39649297175713,8.91025760222314,yes,16,college,1319
46654,post,AR,57,female,bachelors degree,9,350,230,56.230731750000004,70,unspecified,90.24743945120954,-6.331058735649876,unspecified,NA,college,1314
5605,post,AR,54,female,associates or some college,13,379,365,68.15252720000001,70.91666666666667,white,96.35662119210265,0,yes,14,college,1328
4451,post,AR,36,male,masters degree or equivalent,11,151,144,31.023377033333333,78.08333333333333,white,96.35662119210265,-6.109181740893106,yes,19,postcollege,1326
60535,post,AR,58,female,associates or some college,18,204,186,49.255105216666664,69.20833333333333,white,108.3885546641786,2.9181959098016677,yes,9,college,1323
33567,post,AR,40,male,masters degree or equivalent,21,714,272,151.85748963333333,69.91666666666667,white,123.17127353035382,-2.835726147115892,yes,17,postcollege,1316
56120,post,AR,59,male,masters degree or equivalent,20,692,370,143.71913436666668,89.79166666666667,unspecified,117.29430352573115,0,unspecified,NA,postcollege,1324
52799,post,AR,54,female,associates or some college,8,1035,391,305.3984836833333,70,white,96.35662119210265,-15.824945327426704,yes,14,college,1330
21354,post,AR,33,female,masters degree or equivalent,26,1592,940,304.76719188333334,75.95833333333333,hispanic,123.17127353035382,12.030297221935356,yes,18,postcollege,1301
11313,post,AR,53,male,associates or some college,20,215,214,42.94355218333333,69.875,white,120.33554738323792,-3.041243857506771,yes,14,college,1329
62135,post,AR,43,male,associates or some college,16,528,358,139.44091031666667,70.95833333333333,white,108.3885546641786,-3.072376585301754,yes,15,college,1330
47193,post,AR,47,female,associates or some college,15,727,591,196.51725448333335,136.95833333333334,white,99.27980911701225,3.1166838547448776,no,14,college,1330
26181,post,AR,45,male,associates or some college,17,765,171,155.09232208333333,69.91666666666667,unspecified,102.39649297175713,5.992061692421473,unspecified,NA,college,1294
53564,post,AR,37,male,associates or some college,26,217,167,72.42019386666666,72,white,111.30675057398027,23.894820178308905,yes,15,college,1289
5038,post,AR,57,female,masters degree or equivalent,18,360,342,82.50525501666667,70.04166666666667,white,96.35662119210265,14.950129381877616,yes,18,postcollege,1316
67167,post,AR,57,female,high school,19,453,437,87.39956655,92.04166666666667,unspecified,108.3885546641786,5.988268872429188,unspecified,NA,hs,1313
19490,post,AR,55,female,masters degree or equivalent,18,1866,1852,295.67421041666665,90.04166666666667,unspecified,120.33554738323792,-9.028796809257656,unspecified,NA,postcollege,1330
3630,post,AR,57,male,bachelors degree,10,285,273,70.1571095,70.375,white,99.27980911701225,-12.238580392327606,yes,16,college,1333
48923,post,AR,51,female,masters degree or equivalent,19,1497,571,382.42275215,73,white,114.37682353660779,0,yes,19,postcollege,1309
26880,post,AR,50,male,bachelors degree,20,206,201,48.352710916666666,69.83333333333333,white,108.3885546641786,8.905748861552553,yes,16,college,1316
47073,post,AR,48,female,associates or some college,17,159,150,37.08078998333333,107.08333333333333,white,90.24743945120954,18.141115212969055,yes,14,college,1324
19875,post,AR,55,male,associates or some college,10,273,229,72.99125998333334,70.16666666666667,white,83.91638071555967,3.1248480091249746,yes,11,college,1306
9584,post,AR,55,female,bachelors degree,14,429,305,71.27356158333333,90.04166666666667,unspecified,77.24992505278499,22.02988406422726,unspecified,NA,college,1325
53518,post,AR,35,female,masters degree or equivalent,15,530,441,161.36183248333333,70.125,white,102.39649297175713,0,yes,18,postcollege,1296
58106,post,AR,42,female,masters degree or equivalent,17,33,32,6.94272515,91.625,white,108.3885546641786,0,yes,19,postcollege,1331
19772,post,AR,47,female,masters degree or equivalent,23,693,225,216.37980506666668,69.95833333333333,white,123.17127353035382,2.966525465839851,yes,19,postcollege,1319
34092,post,AR,59,female,masters degree or equivalent,22,322,199,71.93251138333333,70.08333333333333,white,117.29430352573115,5.876970004622663,yes,17,postcollege,1319
269,post,AR,44,female,associates or some college,13,1151,305,340.24146178333336,74.45833333333333,black,108.3885546641786,-12.031933472075949,yes,13,college,1336
60863,post,AR,48,female,associates or some college,10,126,125,20.65055495,70,white,96.35662119210265,-9.315392467418008,yes,14,college,1308
30540,post,AR,23,male,bachelors degree,19,618,227,212.09784320000003,73.08333333333333,white,108.3885546641786,5.988268872429188,yes,17,college,1315
65895,post,AR,49,female,bachelors degree,19,405,205,93.5669287,91.08333333333333,unspecified,96.35662119210265,18.020202344505137,unspecified,NA,college,1296
13234,post,AR,50,female,associates or some college,11,185,151,49.46648913333333,148.16666666666666,white,80.53167586467595,9.715763586533598,yes,14,college,1304
48369,post,AR,47,female,bachelors degree,19,265,210,67.32679731666667,69.875,white,96.35662119210265,18.020202344505137,yes,16,college,1329
41262,post,AR,57,male,bachelors degree,13,542,536,114.81848045,70.66666666666667,hispanic,87.04122872468464,9.315392467418008,no,20,college,1334
34274,post,AR,28,female,masters degree or equivalent,20,413,326,143.73470848333335,70,white,123.17127353035382,-5.876970004622663,yes,19,postcollege,1312
16453,post,AR,50,female,associates or some college,16,413,136,118.19280113333335,101.79166666666667,unspecified,99.27980911701225,6.036368961864596,unspecified,NA,college,1326
7385,post,AR,25,male,high school,18,347,287,88.03408931666667,162.33333333333334,unspecified,111.30675057398027,0,unspecified,NA,hs,1296
66979,post,AR,29,female,masters degree or equivalent,24,1800,549,489.0796967333334,89.95833333333333,unspecified,114.37682353660779,14.763071228130343,unspecified,NA,postcollege,1283
41152,post,AR,50,female,bachelors degree,21,10,10,1.7040575833333333,105.125,white,111.30675057398027,9.028796809257656,yes,16,college,1302
39654,post,AR,53,female,bachelors degree,12,963,682,240.61048816666667,79.16666666666667,white,96.35662119210265,-3.1369087409638325,yes,16,college,1335
48550,post,AR,47,female,associates or some college,15,221,221,41.74831798333334,73.125,white,102.39649297175713,0,yes,15,college,1329
37137,post,AR,33,male,masters degree or equivalent,17,632,535,180.96577748333334,69.75,unspecified,102.39649297175713,5.992061692421473,no,20,postcollege,1319
8268,post,AR,57,male,associates or some college,11,232,217,54.93269478333333,70.95833333333333,white,96.35662119210265,-6.109181740893106,yes,12,college,1318
50838,post,AR,44,female,masters degree or equivalent,17,720,370,269.98317513333336,70.16666666666667,white,123.17127353035382,-14.782718866175216,yes,20,postcollege,1325
63633,post,AR,54,unspecified,unspecified,17,1406,425,390.5826354166667,96.95833333333333,unspecified,108.3885546641786,0,unspecified,NA,unspecified,1328
37613,post,AR,25,male,associates or some college,22,165,159,36.38085521666667,90.41666666666667,unspecified,117.29430352573115,5.876970004622663,unspecified,NA,college,1321
23152,post,AR,28,female,bachelors degree,10,209,208,35.6881069,71.875,white,105.31617807887685,-18.274949354192202,yes,16,college,1337
49962,post,AR,45,male,masters degree or equivalent,29,590,464,126.43400836666667,70.125,white,135.20157075228917,8.34820867502026,yes,18,postcollege,1307
15073,post,AR,40,female,associates or some college,15,431,380,114.40713916666667,338.75,white,99.27980911701225,3.1166838547448776,yes,14,college,1315
25834,post,AR,58,female,bachelors degree,18,879,712,177.38579040000002,126.25,unspecified,96.35662119210265,14.950129381877616,yes,16,college,1316
58257,post,AR,33,male,associates or some college,12,279,255,87.63511165,69.91666666666667,other,102.39649297175713,-9.176780520618308,yes,14,college,1335
60841,post,AR,55,female,associates or some college,16,272,176,85.39502118333334,94.95833333333333,white,111.30675057398027,-5.990572495103422,yes,15,college,1319
55167,post,AR,43,female,associates or some college,13,410,207,189.78672160000002,127.08333333333333,other,114.37682353660779,-18.020202344505137,yes,12,college,1307
3281,post,AR,29,male,masters degree or equivalent,22,107,95,25.3162135,103.375,unspecified,99.27980911701225,23.891464413341566,no,19,postcollege,1319
